,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,VIN,Госномер,Владение,Гарантия,Запас хода,Кузов №
1985,Renault Duster I,https://auto.ru/cars/used/sale/renault/duster/1102173196-0a84e9ac/,620 100 ₽,2013,159 168 км,внедорожник 5 дв.,чёрный,2.0 л / 135 л.с. / Бензин,4 725 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,X7L**************,,,,,
1986,Skoda Superb II,https://auto.ru/cars/used/sale/skoda/superb/1101871336-90fd2adf/,549 000 ₽,2009,121 000 км,лифтбек,чёрный,1.8 л / 160 л.с. / Бензин,7 200 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,TMB**************,,,,,
1987,Skoda Yeti I Рестайлинг,https://auto.ru/cars/used/sale/skoda/yeti/1102139856-a456585d/,999 000 ₽,2014,38 048 км,внедорожник 5 дв.,белый,1.4 л / 122 л.с. / Бензин,3 050 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XW8**************,******|797,6 лет и 3 месяца,,,
1988,Ford Focus II Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1102096747-0f7f531b/,359 000 ₽,2009,202 000 км,хэтчбек 5 дв.,серый,1.6 л / 100 л.с. / Бензин,1 200 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,X9F**************,,,,,
1989,Mazda 3 II (BL),https://auto.ru/cars/used/sale/mazda/3/1102266684-60cc95a8/,558 000 ₽,2009,125 600 км,хэтчбек 5 дв.,чёрный,1.6 л / 105 л.с. / Бензин,2 625 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,JMZ**************,,,,,
1990,Suzuki SX4 I (Classic) Рестайлинг,https://auto.ru/cars/used/sale/suzuki/sx4/1102257266-9ccbf6f6/,649 000 ₽,2012,118 661 км,хэтчбек 5 дв.,серый,1.6 л / 112 л.с. / Бензин,3 808 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,TSM**************,,,,,
1991,Mazda 6 II (GH) Рестайлинг,https://auto.ru/cars/used/sale/mazda/6/1102271173-87278fd5/,710 000 ₽,2011,183 609 км,седан,чёрный,1.8 л / 120 л.с. / Бензин,3 000 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,JMZ**************,******|799,3 года,,,
1992,Toyota RAV4 III (XA30) Рестайлинг,https://auto.ru/cars/used/sale/toyota/rav_4/1102262842-a60614f9/,1 168 000 ₽,2012,99 445 км,внедорожник 5 дв.,бежевый,2.0 л / 148 л.с. / Бензин,5 180 ₽ / год,вариатор,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,JTM**************,,,,,
1993,Lexus NX  I 200,https://auto.ru/cars/used/sale/lexus/nx/1102218957-e3e35935/,1 946 000 ₽,2015,87 437 км,внедорожник 5 дв.,чёрный,2.0 л / 150 л.с. / Бензин,5 250 ₽ / год,вариатор,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,JTJ**************,,,До января 2023,,
1994,Mitsubishi Galant IX Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/galant/1101621384-2b82c1b5/,419 000 ₽,2008,155 000 км,седан,чёрный,2.4 л / 158 л.с. / Бензин,7 110 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,4MB**************,,,,,
1995,Skoda Octavia III (A7),https://auto.ru/cars/used/sale/skoda/octavia/1102270280-4b033011/,1 100 000 ₽,2016,68 100 км,лифтбек,серый,1.6 л / 110 л.с. / Бензин,2 750 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XW8**************,******|777,2 года и 4 месяца,,,
1996,Skoda Rapid I Рестайлинг,https://auto.ru/cars/used/sale/skoda/rapid/1102238270-a4e8dc58/,No_info,,,,,,,,,,,,,,,,,,,,
1997,Lexus LX  III Рестайлинг 2 570,https://auto.ru/cars/used/sale/lexus/lx/1100317364-bac54971/,5 800 000 ₽,2016,28 000 км,внедорожник 5 дв.,чёрный,5.7 л / 367 л.с. / Бензин,55 050 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,JTJ**************,******|99,3 года и 11 месяцев,,,
1998,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102210881-176b9c2a/,169 000 ₽,2008,141 000 км,хэтчбек 5 дв.,серый,1.6 л / 98 л.с. / Бензин,1 176 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,XTA**************,,,,,
1999,"Mercedes-Benz E-Класс  V (W213, S213, C238) 200",https://auto.ru/cars/used/sale/mercedes/e_klasse/1101942018-74314960/,3 248 000 ₽,2018,35 793 км,купе,чёрный,2.0 л / 184 л.с. / Бензин,9 200 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,WDD**************,,,До декабря 2022,,
2000,Ford Focus II Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1102061926-e1a7e7aa/,370 000 ₽,2010,262 257 км,седан,серый,2.0 л / 145 л.с. / Бензин,5 075 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,X9F**************,,,,,
2001,Kia Sorento I,https://auto.ru/cars/used/sale/kia/sorento/1102121802-60538906/,420 000 ₽,2004,196 583 км,внедорожник 5 дв.,чёрный,2.5 л / 140 л.с. / Дизель,4 900 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,KNE**************,******|37,,,,
2002,Chrysler Voyager V Рестайлинг Grand,https://auto.ru/cars/used/sale/chrysler/voyager/1100156324-5f1d3641/,1 555 000 ₽,2012,190 000 км,минивэн,чёрный,3.6 л / 283 л.с. / Бензин,42 450 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,2C4**************,******|77,,,,
2003,Ford Kuga II,https://auto.ru/cars/used/sale/ford/kuga/1102251302-bd441607/,819 000 ₽,2013,110 061 км,внедорожник 5 дв.,зелёный,1.6 л / 150 л.с. / Бензин,5 250 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z6F**************,,,До января 2023,,
2004,Great Wall Hover H3 I,https://auto.ru/cars/used/sale/great_wall/hoverh3/1102255838-bb68d1fa/,439 000 ₽,2012,140 842 км,внедорожник 5 дв.,синий,2.0 л / 122 л.с. / Бензин,3 050 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z8P**************,,,,,
2005,Ford Focus III,https://auto.ru/cars/used/sale/ford/focus/1101563214-3ec961db/,539 000 ₽,2014,121 114 км,хэтчбек 5 дв.,серебристый,1.6 л / 125 л.с. / Бензин,3 125 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Рассмотрю варианты,X9F**************,,,,,
2006,Kia Optima IV Рестайлинг,https://auto.ru/cars/used/sale/kia/optima/1101928370-8dc74245/,1 613 000 ₽,2018,66 695 км,седан,белый,2.4 л / 188 л.с. / Бензин,9 400 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XWE**************,,,До февраля 2024,,
2007,Mitsubishi Outlander II,https://auto.ru/cars/used/sale/mitsubishi/outlander/1102270274-fccf694a/,685 000 ₽,2008,164 000 км,внедорожник 5 дв.,серый,2.4 л / 170 л.с. / Бензин,7 650 ₽ / год,вариатор,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JMB**************,******|199,1 год и 11 месяцев,,,
2008,Volkswagen Caddy III Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/caddy/1102251694-00ad88ba/,650 000 ₽,2011,130 000 км,компактвэн,серый,1.2 л / 105 л.с. / Бензин,2 625 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WV2**************,******|77,,,,
2009,Kia Soul II Рестайлинг,https://auto.ru/cars/used/sale/kia/soul/1102271090-968ce032/,1 045 000 ₽,2018,20 934 км,хэтчбек 5 дв.,чёрный,1.6 л / 124 л.с. / Бензин,3 100 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XWE**************,******|790,,,,
2010,Hyundai i40 I,https://auto.ru/cars/used/sale/hyundai/i40/1102266729-df7c20df/,737 000 ₽,2013,157 177 км,седан,белый,2.0 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWE**************,,,,,
2011,BMW X6  II (F16) 30d,https://auto.ru/cars/used/sale/bmw/x6/1101427825-c9a31adf/,2 960 000 ₽,2016,86 000 км,внедорожник 5 дв.,серый,3.0 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,X4X**************,******|777,4 года и 2 месяца,,,
2012,Hyundai Solaris II,https://auto.ru/cars/used/sale/hyundai/solaris/1102178734-1203bb57/,833 700 ₽,2017,9 078 км,седан,чёрный,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,До июля 2022,,
2013,BMW 3 серии  VI (F3x) 335i xDrive,https://auto.ru/cars/used/sale/bmw/3er/1102254851-c0368a9c/,1 498 000 ₽,2012,131 449 км,седан,серый,3.0 л / 306 л.с. / Бензин,45 900 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,WBA**************,,,,,
2014,Audi A4 V (B9),https://auto.ru/cars/used/sale/audi/a4/1102261678-549e37ba/,1 920 000 ₽,2018,38 485 км,седан,белый,1.4 л / 150 л.с. / Бензин,5 250 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WAU**************,,,,,
2015,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1102093397-1deb7758/,569 000 ₽,2018,87 000 км,универсал 5 дв.,белый,1.6 л / 106 л.с. / Бензин,2 650 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XTA**************,,,,,
2016,Kia Picanto II,https://auto.ru/cars/used/sale/kia/picanto/1102262900-22d8dd8f/,545 000 ₽,2012,89 586 км,хэтчбек 5 дв.,зелёный,1.3 л / 85 л.с. / Бензин,1 020 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Рассмотрю варианты,KNA**************,,,,,
2017,Ford Focus I Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1101651834-81c58f91/,269 000 ₽,2004,140 896 км,хэтчбек 5 дв.,синий,1.6 л / 98 л.с. / Бензин,1 176 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,X9F**************,,,,,
2018,"Mercedes-Benz E-Класс  V (W213, S213, C238) 400",https://auto.ru/cars/used/sale/mercedes/e_klasse/1101865824-4973b5bd/,4 155 000 ₽,2017,22 537 км,купе,бежевый,3.0 л / 333 л.с. / Бензин,49 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WDD**************,,,,,
2019,Hyundai Santa Fe II,https://auto.ru/cars/used/sale/hyundai/santa_fe/1102254845-af09ebad/,768 000 ₽,2008,202 250 км,внедорожник 5 дв.,серый,2.7 л / 189 л.с. / Бензин,9 450 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,KMH**************,,,,,
2020,Ford Focus III Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1101595689-3a0ccab1/,634 000 ₽,2018,128 328 км,универсал 5 дв.,белый,1.6 л / 105 л.с. / Бензин,2 625 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,Z6F**************,,,До июня 2021,,
2021,Mercedes-Benz GLS  I (X166) 350 d,https://auto.ru/cars/used/sale/mercedes/gls_klasse/1102254034-5fe3c717/,4 818 000 ₽,2018,43 227 км,внедорожник 5 дв.,чёрный,3.0 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WDC**************,,,До февраля 2021,,
2022,Volkswagen Tiguan I Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/tiguan/1102269601-fe48150c/,1 255 000 ₽,2015,130 617 км,внедорожник 5 дв.,серый,2.0 л / 170 л.с. / Бензин,7 650 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,,,
2023,Hyundai Santa Fe  I Classic,https://auto.ru/cars/used/sale/hyundai/santa_fe/1102040539-47b5a141/,500 000 ₽,2007,165 480 км,внедорожник 5 дв.,серебристый,2.0 л / 112 л.с. / Дизель,2 800 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X7M**************,******|77,,,,
2024,Mazda CX-7 I,https://auto.ru/cars/used/sale/mazda/cx_7/1102118364-9520f6bb/,599 000 ₽,2008,149 149 км,внедорожник 5 дв.,красный,2.3 л / 238 л.с. / Бензин,17 850 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,JMZ**************,,,,,
2025,Volvo S40 II Рестайлинг,https://auto.ru/cars/used/sale/volvo/s40/1102252232-5e174d49/,524 000 ₽,2008,177 011 км,седан,зелёный,2.4 л / 140 л.с. / Бензин,4 900 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,YV1**************,,,,,
2026,Volkswagen Polo V Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/polo/1102148818-48add5e9/,719 000 ₽,2017,77 000 км,седан,синий,1.6 л / 110 л.с. / Бензин,2 750 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,,,
2027,Kia Rio III Рестайлинг,https://auto.ru/cars/used/sale/kia/rio/1101971107-3f986c68/,No_info,,,,,,,,,,,,,,,,,,,,
2028,Skoda Fabia II,https://auto.ru/cars/used/sale/skoda/fabia/1102268168-7ead7ad2/,259 000 ₽,2009,232 971 км,хэтчбек 5 дв.,оранжевый,1.4 л / 86 л.с. / Бензин,1 032 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,,,
2029,Hyundai Creta I,https://auto.ru/cars/used/sale/hyundai/creta/1102269604-3b3fa803/,1 290 000 ₽,2018,29 397 км,внедорожник 5 дв.,белый,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2030,Hyundai Creta I,https://auto.ru/cars/used/sale/hyundai/creta/1102064806-34e26f19/,1 390 000 ₽,2018,43 000 км,внедорожник 5 дв.,чёрный,2.0 л / 149 л.с. / Бензин,5 215 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z94**************,******|750,,,,
2031,Nissan X-Trail II Рестайлинг,https://auto.ru/cars/used/sale/nissan/x_trail/1102252490-1a8f628b/,No_info,,,,,,,,,,,,,,,,,,,,
2032,Renault Duster I,https://auto.ru/cars/used/sale/renault/duster/1102266717-2947f442/,646 800 ₽,2014,112 600 км,внедорожник 5 дв.,коричневый,1.6 л / 102 л.с. / Бензин,2 550 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,X7L**************,,,,,
2033,Skoda Rapid I Рестайлинг,https://auto.ru/cars/used/sale/skoda/rapid/1102265859-c5f74229/,950 000 ₽,2019,3 700 км,лифтбек,бежевый,1.6 л / 110 л.с. / Бензин,2 750 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XW8**************,,,,,
2034,Nissan Qashqai II,https://auto.ru/cars/used/sale/nissan/qashqai/1101544733-d2baf08f/,939 000 ₽,2014,62 000 км,внедорожник 5 дв.,серый,2.0 л / 144 л.с. / Бензин,5 040 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,SJN**************,,,,,
2035,Kia Rio IV,https://auto.ru/cars/used/sale/kia/rio/1102269866-695daad4/,915 000 ₽,2017,89 965 км,седан,оранжевый,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,До января 2022,,
2036,Skoda Octavia III (A7),https://auto.ru/cars/used/sale/skoda/octavia/1101554657-60377b61/,885 000 ₽,2014,160 000 км,универсал 5 дв.,синий,1.8 л / 180 л.с. / Бензин,9 000 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,TMB**************,,,,,
2037,Kia Optima IV Рестайлинг,https://auto.ru/cars/used/sale/kia/optima/1102265893-a3b3009a/,1 650 000 ₽,2018,62 763 км,седан,белый,2.0 л / 245 л.с. / Бензин,18 375 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWE**************,,,,,
2038,Mazda 3 II (BL) Рестайлинг,https://auto.ru/cars/used/sale/mazda/3/1101968487-aed93698/,649 000 ₽,2011,114 000 км,хэтчбек 5 дв.,белый,1.6 л / 105 л.с. / Бензин,2 625 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,JMZ**************,,,,,
2039,Volkswagen Tiguan II,https://auto.ru/cars/used/sale/volkswagen/tiguan/1102077582-a76d30a0/,1 729 000 ₽,2017,57 418 км,внедорожник 5 дв.,бежевый,1.4 л / 150 л.с. / Бензин,5 250 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,До января 2022,,
2040,Hyundai ix35 I,https://auto.ru/cars/used/sale/hyundai/ix35/1101965393-7418c450/,879 000 ₽,2012,97 240 км,внедорожник 5 дв.,серебристый,2.0 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,TMA**************,,,,,
2041,Renault Sandero I,https://auto.ru/cars/used/sale/renault/sandero/1101375218-b1ffd782/,389 000 ₽,2012,100 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 103 л.с. / Бензин,2 575 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,X7L**************,,,,,
2042,BMW 3 серии  VI (F3x) Рестайлинг 320i xDrive,https://auto.ru/cars/used/sale/bmw/3er/1101877951-8e61b64e/,1 799 000 ₽,2018,57 000 км,седан,чёрный,2.0 л / 184 л.с. / Бензин,9 200 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,X4X**************,,,,,
2043,Hyundai Solaris II,https://auto.ru/cars/used/sale/hyundai/solaris/1101927010-dd295950/,883 700 ₽,2019,37 395 км,седан,серебристый,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2044,Hyundai i30 II,https://auto.ru/cars/used/sale/hyundai/i30/1102116364-33ee63f4/,649 000 ₽,2013,121 552 км,хэтчбек 3 дв.,белый,1.6 л / 130 л.с. / Бензин,4 550 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,TMA**************,,,,,
2045,BMW 5 серии  VI (F10/F11/F07) 520i,https://auto.ru/cars/used/sale/bmw/5er/1102155781-6fcda8f2/,1 099 900 ₽,2013,209 558 км,седан,чёрный,2.0 л / 184 л.с. / Бензин,9 200 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,X4X**************,,,,,
2046,Mercedes-Benz C-Класс  IV (W205) Рестайлинг 200,https://auto.ru/cars/used/sale/mercedes/c_klasse/1101822398-b7e7d8e4/,2 786 000 ₽,2019,19 200 км,купе,белый,2.0 л / 204 л.с. / Бензин,13 260 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WDD**************,,,До декабря 2021,,
2047,Nissan Juke I Рестайлинг,https://auto.ru/cars/used/sale/nissan/juke/1102266726-8d5bba30/,1 277 000 ₽,2018,33 289 км,внедорожник 5 дв.,белый,1.6 л / 117 л.с. / Бензин,2 925 ₽ / год,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,SJN**************,,,,,
2048,Volvo XC90 II,https://auto.ru/cars/used/sale/volvo/xc90/1101898153-a2a57d64/,2 631 395 ₽,2015,86 850 км,внедорожник 5 дв.,бежевый,2.0 л / 225 л.с. / Дизель,14 625 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,YV1**************,,,,,
2049,LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1101889379-2ea5cc00/,80 000 ₽,2008,220 519 км,хэтчбек 5 дв.,зелёный,1.6 л / 81 л.с. / Бензин,972 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,XTA**************,,,,,
2050,Chevrolet Tahoe  III 6AT,https://auto.ru/cars/used/sale/chevrolet/tahoe/1102233366-97894e75/,1 430 000 ₽,2012,121 000 км,внедорожник 5 дв.,чёрный,5.3 л / 324 л.с. / Бензин,48 600 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,XWF**************,,,,,
2051,Hyundai Creta I,https://auto.ru/cars/used/sale/hyundai/creta/1102074627-ce80d6d2/,1 075 000 ₽,2017,137 977 км,внедорожник 5 дв.,белый,2.0 л / 149 л.с. / Бензин,5 215 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2052,Nissan Juke I Рестайлинг,https://auto.ru/cars/used/sale/nissan/juke/1102266726-8d5bba30/,1 277 000 ₽,2018,33 289 км,внедорожник 5 дв.,белый,1.6 л / 117 л.с. / Бензин,2 925 ₽ / год,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,SJN**************,,,,,
2053,Mercedes-Benz C-Класс  IV (W205) Рестайлинг 200,https://auto.ru/cars/used/sale/mercedes/c_klasse/1101822398-b7e7d8e4/,2 786 000 ₽,2019,19 200 км,купе,белый,2.0 л / 204 л.с. / Бензин,13 260 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WDD**************,,,До декабря 2021,,
2054,LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1101889379-2ea5cc00/,80 000 ₽,2008,220 519 км,хэтчбек 5 дв.,зелёный,1.6 л / 81 л.с. / Бензин,972 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,XTA**************,,,,,
2055,"Mercedes-Benz E-Класс  V (W213, S213, C238) 200",https://auto.ru/cars/used/sale/mercedes/e_klasse/1102256976-d1ae33fa/,3 497 000 ₽,2018,11 499 км,купе,серебристый,2.0 л / 184 л.с. / Бензин,9 200 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WDD**************,,,,,
2056,Mercedes-Benz GLE  I (W166) 300,https://auto.ru/cars/used/sale/mercedes/gle_klasse/1101879951-a3497885/,2 517 000 ₽,2016,85 336 км,внедорожник 5 дв.,коричневый,3.5 л / 249 л.с. / Бензин,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,WDC**************,,,До декабря 2022,,
2057,Toyota Land Cruiser Prado 150 Series Рестайлинг 1,https://auto.ru/cars/used/sale/toyota/land_cruiser_prado/1102262308-49f5a2e9/,3 049 000 ₽,2017,42 269 км,внедорожник 5 дв.,белый,2.8 л / 177 л.с. / Дизель,8 850 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,JTE**************,,,,,
2058,Hyundai Creta I,https://auto.ru/cars/used/sale/hyundai/creta/1102096525-a16262aa/,1 299 000 ₽,2019,53 014 км,внедорожник 5 дв.,серый,2.0 л / 149 л.с. / Бензин,5 215 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2059,Chevrolet Tahoe  III 6AT,https://auto.ru/cars/used/sale/chevrolet/tahoe/1102233366-97894e75/,1 430 000 ₽,2012,121 000 км,внедорожник 5 дв.,чёрный,5.3 л / 324 л.с. / Бензин,48 600 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,XWF**************,,,,,
2060,Hyundai Creta I,https://auto.ru/cars/used/sale/hyundai/creta/1102074627-ce80d6d2/,1 075 000 ₽,2017,137 977 км,внедорожник 5 дв.,белый,2.0 л / 149 л.с. / Бензин,5 215 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2061,Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102259045-ec2aeb51/,419 000 ₽,2008,137 000 км,компактвэн,синий,1.8 л / 140 л.с. / Бензин,4 900 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,W0L**************,,,,,
2062,Mitsubishi Outlander II Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/outlander/1101885754-b3fa7cdf/,No_info,,,,,,,,,,,,,,,,,,,,
2063,Renault Logan I,https://auto.ru/cars/used/sale/renault/logan/1102256358-1dec8f7d/,240 000 ₽,2009,186 403 км,седан,серый,1.6 л / 87 л.с. / Бензин,1 044 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,X7L**************,,,,,
2064,Ford Focus III,https://auto.ru/cars/used/sale/ford/focus/1102194872-e6bca301/,502 000 ₽,2013,94 285 км,универсал 5 дв.,серебристый,1.6 л / 125 л.с. / Бензин,3 125 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,X9F**************,,,,,
