,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,VIN,Госномер,Владение,Гарантия,Запас хода,Кузов №
2065,Ford Kuga II,https://auto.ru/cars/used/sale/ford/kuga/1102257286-48b13c6d/,997 000 ₽,2013,59 540 км,внедорожник 5 дв.,белый,1.6 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z6F**************,,,,,
2066,BMW X6  II (F16) 40d,https://auto.ru/cars/used/sale/bmw/x6/1102103615-0601497c/,3 697 000 ₽,2017,108 476 км,внедорожник 5 дв.,чёрный,3.0 л / 313 л.с. / Дизель,46 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X4X**************,,,,,
2067,Jaguar XJ LWB IV (X351) Рестайлинг Long,https://auto.ru/cars/used/sale/jaguar/xj/1102101300-7d05cbdf/,2 596 000 ₽,2017,77 307 км,седан,синий,2.0 л / 240 л.с. / Бензин,18 000 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,SAJ**************,,,,,
2068,Kia Rio IV,https://auto.ru/cars/used/sale/kia/rio/1102270501-52529c3e/,895 000 ₽,2017,35 349 км,седан,бежевый,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2069,Nissan X-Trail II Рестайлинг,https://auto.ru/cars/used/sale/nissan/x_trail/1102256979-1185913d/,798 000 ₽,2011,188 520 км,внедорожник 5 дв.,чёрный,2.0 л / 141 л.с. / Бензин,4 935 ₽ / год,вариатор,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,Z4N**************,,,,,
2070,Audi A8 III (D4) Long,https://auto.ru/cars/used/sale/audi/a8/1102101645-9483c5ad/,1 950 000 ₽,2011,66 500 км,седан,чёрный,6.3 л / 500 л.с. / Бензин,75 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WAU**************,******|799,,,,
2071,Nissan X-Trail II Рестайлинг,https://auto.ru/cars/used/sale/nissan/x_trail/1102269600-697264d0/,935 000 ₽,2013,183 118 км,внедорожник 5 дв.,чёрный,2.5 л / 169 л.с. / Бензин,7 605 ₽ / год,вариатор,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,Z8N**************,,,,,
2072,Volkswagen Passat B7,https://auto.ru/cars/used/sale/volkswagen/passat/1102269152-92260271/,600 000 ₽,2012,161 000 км,седан,коричневый,1.8 л / 152 л.с. / Бензин,6 840 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WVW**************,******|797,,,,
2073,BMW 5 серии  VI (F10/F11/F07) Рестайлинг 520d,https://auto.ru/cars/used/sale/bmw/5er/1101896565-35242149/,1 420 000 ₽,2014,215 000 км,седан,белый,2.0 л / 184 л.с. / Дизель,9 200 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X4X**************,******|777,6 лет и 7 месяцев,,,
2074,Citroen C4 II,https://auto.ru/cars/used/sale/citroen/c4/1102266767-802bfc27/,828 000 ₽,2016,54 613 км,седан,серый,1.6 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z8T**************,,,,,
2075,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1101693886-2050d5ff/,690 000 ₽,2018,42 863 км,седан,голубой,1.8 л / 122 л.с. / Бензин,3 050 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XTA**************,,,,,
2076,Chevrolet Captiva I Рестайлинг 2,https://auto.ru/cars/used/sale/chevrolet/captiva/1102259690-835755cc/,1 149 000 ₽,2013,99 823 км,внедорожник 5 дв.,белый,2.2 л / 184 л.с. / Дизель,9 200 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XUU**************,,,До января 2023,,
2077,Datsun mi-DO,https://auto.ru/cars/used/sale/datsun/mi_do/1102265915-21b86726/,369 000 ₽,2015,80 464 км,хэтчбек 5 дв.,серебристый,1.6 л / 87 л.с. / Бензин,1 044 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z8N**************,,,,,
2078,Nissan Almera III (G15),https://auto.ru/cars/used/sale/nissan/almera/1102270620-26b60abc/,565 000 ₽,2015,93 000 км,седан,серый,1.6 л / 102 л.с. / Бензин,2 550 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,Z8N**************,,,,,
2079,Lexus RX  IV 300,https://auto.ru/cars/used/sale/lexus/rx/1102040411-345001fa/,3 390 000 ₽,2018,55 000 км,внедорожник 5 дв.,чёрный,2.0 л / 238 л.с. / Бензин,17 850 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,JTJ**************,,,,,
2080,Volkswagen Tiguan I Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/tiguan/1102217811-4a78f78f/,1 120 000 ₽,2015,50 663 км,внедорожник 5 дв.,жёлтый,1.4 л / 122 л.с. / Бензин,3 050 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,,,
2081,Volkswagen Tiguan I Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/tiguan/1101807196-66aba691/,915 000 ₽,2012,168 000 км,внедорожник 5 дв.,чёрный,2.0 л / 140 л.с. / Дизель,4 900 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XW8**************,,,,,
2082,Skoda Kodiaq I,https://auto.ru/cars/used/sale/skoda/kodiaq/1102247976-bb946c06/,2 135 000 ₽,2019,25 227 км,внедорожник 5 дв.,белый,2.0 л / 180 л.с. / Бензин,9 000 ₽ / год,роботизированная,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,XW8**************,,,До марта 2022,,
2083,Hyundai Tucson I,https://auto.ru/cars/used/sale/hyundai/tucson/1102266680-e66bbba7/,650 000 ₽,2008,105 000 км,внедорожник 5 дв.,чёрный,2.0 л / 112 л.с. / Дизель,2 800 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,KMH**************,,,,,
2084,Toyota Highlander III (U50) Рестайлинг,https://auto.ru/cars/used/sale/toyota/highlander/1102255889-e651ee4e/,3 387 000 ₽,2017,85 012 км,внедорожник 5 дв.,коричневый,3.5 л / 249 л.с. / Бензин,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,5TD**************,,,До января 2023,,
2085,Nissan Qashqai I Рестайлинг,https://auto.ru/cars/used/sale/nissan/qashqai/1101887732-16e62801/,779 000 ₽,2012,127 000 км,внедорожник 5 дв.,серебристый,2.0 л / 141 л.с. / Бензин,4 935 ₽ / год,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,SJN**************,,,,,
2086,Kia Rio  III 5-speed,https://auto.ru/cars/used/sale/kia/rio/1102252536-9e01c411/,464 000 ₽,2012,54 508 км,седан,голубой,1.6 л / 123 л.с. / Бензин,3 075 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,Z94**************,,,,,
2087,Ford Mondeo IV Рестайлинг,https://auto.ru/cars/used/sale/ford/mondeo/1102254174-d4effd3e/,529 000 ₽,2011,193 126 км,седан,коричневый,2.3 л / 161 л.с. / Бензин,7 245 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Рассмотрю варианты,X9F**************,,,,,
2088,Honda CR-V III,https://auto.ru/cars/used/sale/honda/cr_v/1102245738-9336f195/,800 000 ₽,2008,145 000 км,внедорожник 5 дв.,чёрный,2.4 л / 166 л.с. / Бензин,7 470 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,SHS**************,,,,,
2089,Volkswagen Passat CC I Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/passat_cc/1101800371-a9322083/,698 000 ₽,2012,181 900 км,седан,голубой,1.8 л / 152 л.с. / Бензин,6 840 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,WVW**************,,,,,
2090,BMW 3 серии  VI (F3x) 320d,https://auto.ru/cars/used/sale/bmw/3er/1101751959-2d165b29/,1 500 000 ₽,2013,47 700 км,седан,красный,2.0 л / 184 л.с. / Дизель,9 200 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WBA**************,******|178,6 лет и 4 месяца,,,
2091,Honda CR-V III,https://auto.ru/cars/used/sale/honda/cr_v/1102245738-9336f195/,800 000 ₽,2008,145 000 км,внедорожник 5 дв.,чёрный,2.4 л / 166 л.с. / Бензин,7 470 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Рассмотрю варианты,SHS**************,,,,,
2092,Mercedes-Benz GLE Coupe AMG  I (C292) 63 AMG S,https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1100953678-4d20f8f6/,4 490 000 ₽,2015,50 000 км,внедорожник 5 дв.,серебристый,5.5 л / 585 л.с. / Бензин,87 750 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Рассмотрю варианты,WDC**************,,,,,
